HOMD.org Taxon Data::Site/Status Filter Applied Date: 2025-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMT_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Status,Body_site,Warning,Type_strain,16S_rRNA,Clone_count,Clone_%,Clone_rank,Synonyms,NCBI_taxon_id,NCBI_pubmed_count,NCBI_nucleotide_count,NCBI_protein_count,Genome_ID,General_info,Cultivability,Phenotypic_characteristics,Prevalence,Disease,References
072,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,striatum,Named,Unassigned,0,,,,,,Phylum: Actinobacteria,43770,0,0,0,SEQF2859.1 | SEQF2999.1 | SEQF3044.1 | SEQF5555.1 | SEQF5556.1 | SEQF5557.1 | SEQF5558.1 | SEQF5559.1 | SEQF5560.1 | SEQF5561.1 | SEQF5562.1 | SEQF5563.1 | SEQF5564.1 | SEQF5565.1 | SEQF5566.1 | SEQF5567.1 | SEQF5568.1 | SEQF5569.1 | SEQF5570.1 | SEQF5571.1 | SEQF5572.1 | SEQF5573.1 | SEQF5574.1 | SEQF5575.1 | SEQF5576.1 | SEQF5577.1 | SEQF5578.1 | SEQF5579.1 | SEQF5580.1 | SEQF5581.1 | SEQF5582.1 | SEQF5583.1 | SEQF5584.1 | SEQF5585.1 | SEQF5586.1 | SEQF5587.1 | SEQF5588.1 | SEQF5589.1 | SEQF5590.1 | SEQF5591.1 | SEQF5592.1,,,,,,
073,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,australis,Named,Oral,0,ATCC 700641,AF184974 | AF385525,,,,Phylum: Firmicutes,113107,8,371,6393,SEQF2020.1 | SEQF4302.1 | SEQF4303.1 | SEQF4304.1 | SEQF4305.2 | SEQF4306.1 | SEQF4307.1 | SEQF4308.1 | SEQF4309.1 | SEQF4310.1 | SEQF4311.1 | SEQF4312.1 | SEQF4313.1 | SEQF4314.1 | SEQF4315.1 | SEQF4316.1 | SEQF4317.1 | SEQF4318.1 | SEQF4319.1 | SEQF4320.1 | SEQF4321.1 | SEQF4322.1 | SEQF4323.1 | SEQF4324.1 | SEQF4325.1,,,,,,
074,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp._HMT_074,Lost,Oral,0,,AF385526,,,,Phylum: Firmicutes | Strain TFI T4-E3,712631,0,53,0,,,,,,,
075,Bacteria,Firmicutes,Clostridia,Eubacteriales,Ruminococcaceae,Ruminococcaceae_[G-1],bacterium_HMT_075,Phylotype,Oral,0,,AF287779,,,,Oral Clone A035 | Oral Clone F058 | Phylum: Firmicutes,216572,0,0,0,,,,,,,
076,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,warneri,Named,Oral,0,,L37603,,,,Phylum: Firmicutes | Staphylococcus warnerii,1292,203,1200,20673,SEQF1839.1 | SEQF2208.2 | SEQF2442.1 | SEQF2712.1 | SEQF2713.1 | SEQF9335.1 | SEQF9336.1 | SEQF9337.1 | SEQF9338.1 | SEQF9339.1 | SEQF9340.1 | SEQF9341.1 | SEQF9342.1 | SEQF9343.1 | SEQF9344.1 | SEQF9345.1 | SEQF9346.1 | SEQF9347.1 | SEQF9348.1 | SEQF9349.1 | SEQF9350.1 | SEQF9351.1 | SEQF9352.1 | SEQF9353.1 | SEQF9354.1 | SEQF9355.1 | SEQF9356.1 | SEQF9357.1 | SEQF9358.1 | SEQF9359.1 | SEQF9360.1 | SEQF9361.1 | SEQF9362.1 | SEQF9363.1 | SEQF9364.1 | SEQF9365.1 | SEQF9366.1 | SEQF9367.1 | SEQF9368.1 | SEQF9369.1 | SEQF9370.1 | SEQF9371.1 | SEQF9372.1 | SEQF9373.1 | SEQF9374.1 | SEQF9375.1 | SEQF9376.1 | SEQF9377.1 | SEQF9378.1 | SEQF9379.1 | SEQF9380.1,,,,,,
077,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,tuberculostearicum,Named,Unassigned,0,,,,,,Phylum: Actinobacteria,38304,0,0,0,SEQF2882.1 | SEQF2943.1 | SEQF2977.1 | SEQF2987.1 | SEQF2993.1 | SEQF2994.1 | SEQF3030.1 | SEQF6401.1 | SEQF6402.1 | SEQF6403.1 | SEQF6404.1 | SEQF6405.1 | SEQF6406.1 | SEQF6407.1 | SEQF6408.1,,,,,,
078,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,sp._HMT_078,Unnamed,Oral,0,,AF287771,,,,Oral Clone AO068 | Phylum: Firmicutes | Strain F0190,652706,0,335,11275,SEQF1603.1 | SEQF2448.1,N/A,A strain of this taxa has recent been isolated F0190 but not yet characterized.,,,,
080,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,sp._HMT_080,Phylotype,Oral,0,,AF287772,,,,Clone BB124 | Phylum: Firmicutes,830,0,0,0,,,,,,,
081,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcaceae_[G-7],bacterium_HMT_081,Unnamed,Oral,0,,AF287764,,,,Clone BB142 | Phylum: Firmicutes,186804,0,0,0,SEQF3179.1,,,,,,
082,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,orale,Named,Oral,0,CCUG 60305 | DSM 24533 | N1,AF385552 | HQ877677,,,,Clone BE088 | Lachnospiraceae bacterium oral taxon 082 str. F0431 | Lachnospiraceae sp. strain F0431 | Lachnospiraceae [G-1] sp. oral taxon 082 | Phylum: Firmicutes,979627,1,2,0,SEQF1881.1 | SEQF5177.1,Recently named <EM>Lachnoanaerobaculum oral</EM> in paper '<EM>Lachnoanaerobaculum</EM> a new genus in <EM>Lachnospiraceae</EM>; characterization of <EM>Lachnoanaerobaculum</EM> <EM>umeaense</EM> gen. nov. sp. nov. isolated from human small intestine <EM>Lachnoanaerobaculum orale</EM> gen. nov. sp. nov. isolated from saliva and reclassification of <EM>Eubacterium saburreum</EM> (Prevot) Holdeman and Moore 1970 as <EM>Lachnoanaerobaculum saburreum</EM> comb. nov'. PMID: 22228654.  The genome for this strain is available as <EM>Lachnospiraceae</EM> bacterium oral taxon 082 str. F0431 AGRL00000000.  The name change is not yet refledted for the genome at NCBI (11-02-2012).,,,,,
083,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,sp._HMT_083,Unnamed,Oral,0,,AF385557 | AF385562,,,,Clone BR088 | Clone BS091 | Phylum: Firmicutes,1164882,0,0,0,SEQF2917.1,N/A,It does not appear that the genome strain is available in any culture collection,,,,
084,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,palustris,Named,Unassigned,0,,,,,,Phylum: Actinobacteria,71999,0,0,0,SEQF2861.1 | SEQF7908.1 | SEQF7909.1 | SEQF7910.1 | SEQF7911.1 | SEQF7912.1 | SEQF7913.1 | SEQF7914.1 | SEQF7915.1 | SEQF7916.1 | SEQF7917.1 | SEQF7918.2 | SEQF7919.1,,,,,,
085,Bacteria,Firmicutes,Clostridia,Eubacteriales,Ruminococcaceae,Ruminococcaceae_[G-2],bacterium_HMT_085,Phylotype,Oral,0,,AF385563,,,,Oral Clone BU014 | Phylum: Firmicutes,216572,0,0,0,,,,,,,
086,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospiraceae_[G-7],bacterium_HMT_086,Phylotype,Oral,0,,AF385567,,,,Oral Clone BU061 | Phylum: Firmicutes,186803,0,0,0,,,,,,,
087,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Micrococcus,luteus,Named,Unassigned,0,,,,,,Phylum: Actinobacteria,1270,0,0,0,SEQF2897.1 | SEQF4424.1 | SEQF4425.1 | SEQF4426.1 | SEQF4427.2 | SEQF4428.1 | SEQF4429.1 | SEQF4430.1 | SEQF4431.1 | SEQF4432.1 | SEQF4433.1 | SEQF4434.1 | SEQF4435.1 | SEQF4436.2 | SEQF4437.1 | SEQF4438.1 | SEQF4439.1 | SEQF4440.1 | SEQF4441.1 | SEQF4442.1 | SEQF4443.1 | SEQF4444.1 | SEQF4445.1 | SEQF4446.1 | SEQF4447.1 | SEQF4448.1 | SEQF4449.1 | SEQF4450.1 | SEQF4451.1 | SEQF4452.1 | SEQF4453.1 | SEQF4454.1 | SEQF4455.1 | SEQF4456.1 | SEQF4457.1 | SEQF4458.1 | SEQF4459.1 | SEQF4460.1 | SEQF4461.1 | SEQF4462.1 | SEQF4463.1 | SEQF4464.1 | SEQF4465.1 | SEQF4466.1 | SEQF4467.1 | SEQF4468.1 | SEQF4469.1 | SEQF4470.1 | SEQF4471.1,,,,,,
088,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospiraceae_[G-2],bacterium_HMT_088,Phylotype,Oral,0,,AF287775,,,,Phylum: Firmicutes,186803,0,0,0,,,,,,,
089,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,sp._HMT_089,Phylotype,Unassigned,0,,AF287776,,,,Oral Clone CK004 | Phylum: Firmicutes,1164882,0,0,0,,,,,,,
090,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,sp._HMT_090,Phylotype,Unassigned,0,,AF287773,,,,Oral Clone CK030 | Phylum: Firmicutes,830,0,0,0,,,,,,,
091,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcaceae_[G-2],bacterium_HMT_091,Phylotype,Oral,0,,AF287762,,,,Oral Clone CK047 | Phylum: Firmicutes,186804,0,0,0,,,,,,,
092,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,weaveri,Named,Oral,0,,L10738,,,,CDC group M-5 | Phylum: Proteobacteria,28091,10,221,7615,SEQF2330.2 | SEQF2331.2 | SEQF3887.1 | SEQF3888.1 | SEQF3889.1 | SEQF3890.1 | SEQF3891.1 | SEQF3892.1,,,,,,
093,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiales_[F-1],Clostridiales_[F-1][G-1],bacterium_HMT_093,Phylotype,Oral,0,,AF481213,,,,Oral Clone CK059 | Oral Clone MCE7_107 | Phylum: Firmicutes,186802,0,0,0,,,,,,,
094,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospiraceae_[G-10],bacterium_HMT_094,Phylotype,Unassigned,0,,AF287768,,,,Oral Clone DA074 | Phylum: Firmicutes,186803,0,2,0,,,,,,,
095,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Shuttleworthia,satelles,Named,Oral,0,,AF385507 | AF385570 | AF399956,,,,Phylum: Firmicutes,177972,4,104,4486,SEQF1045.1,,,,,,
096,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospiraceae_[G-2],bacterium_HMT_096,Unnamed,Oral,0,,AF385508,,,,DO008 | Phylum: Firmicutes,186803,0,0,0,SEQF3057.1 | SEQF3712.1,,,,,,
097,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Stomatobaculum,sp._HMT_097,Unnamed,Oral,0,,AF385510,,,,Oral Clone DO016 | Phylum: Firmicutes,1213720,0,0,0,,,,,,,
098,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,nonliquefaciens,Named,Nasal,0,,,,,,Phylum: Proteobacteria,478,0,0,0,SEQF2900.1 | SEQF5463.1 | SEQF5464.1 | SEQF5465.1 | SEQF5466.1 | SEQF5467.1,,,,,,
099,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,macacae,Named,Unassigned,0,,,,,,Phylum: Proteobacteria,496,0,0,0,SEQF2876.1 | SEQF3715.1 | SEQF3716.1,,,,,,
100,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospiraceae_[G-3],bacterium_HMT_100,Phylotype,Oral,0,,AF385573,,,,Oral Clone EI074 | Phylum: Firmicutes,186803,0,0,0,,,,,,,
101,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,perflava,Named,Unassigned,0,,,,,,Phylum: Proteobacteria,33053,0,0,0,SEQF3089.1 | SEQF3153.1 | SEQF9809.1 | SEQF9810.1 | SEQF9811.1,,,,,,
102,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,sp._HMT_102,Unnamed,Oral,0,,AF481218,,,,Oral Clone FB046 | Oral Clone MCE7_60 | Phylum: Firmicutes,671214,0,17,0,SEQF3175.1,,,,,,
103,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcaceae_[G-4],bacterium_HMT_103,Phylotype,Oral,0,,AJ012604,,,,Oral Clone PUS9.170 | Phylum: Firmicutes,186804,0,0,0,,,,,,,
104,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,yeei,Named,Unassigned,0,,,,,,Phylum: Proteobacteria,147645,0,0,0,SEQF2867.2 | SEQF8797.1 | SEQF8798.1 | SEQF8799.1 | SEQF8800.1 | SEQF8801.1 | SEQF8802.1 | SEQF8803.1,,,,,,
105,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcaceae_[G-1],[Eubacterium]_infirmum,Named,Oral,0,NCTC 12940,AF287761 | U13039,,,,Oral strain W 1417 | Phylum: Firmicutes,186804,0,0,0,SEQF1695.1,Eubacterium infirmum belongs to a phylogenetic cluster distant from Eubacterium limosum the type species of the genus and is therefore not a member of Eubacterium sensu stricto. Along with many other members of this poorly-defined genus E. infirmum will be assigned to a novel genus in due course.,Slow growth on Fastidious Anaerobe Agar + 5% horse blood plates. After 7 days colonies are approximately 1 mm in diameter circular convex and translucent.,Cells are obligately anaerobic non-spore-forming nonmotile Gram-positive short rods (0.5 &micro;m by 1-2 &micro;m) [1]. Cells occur singly. Asaccharolytic. End-products of metabolism are moderate amounts of acetate and butyrate. The mol% G+C of the DNA is 38.,Found in the human mouth,Isolated from subgingival plaque in periodontitis.,
106,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcaceae_[G-7],[Eubacterium]_yurii,Named,Oral,0,,AF287765,,,,Eubacterium yurii | Oral Strain TFI A3MT | Phylum: Firmicutes,186804,0,0,0,,,,,,,
107,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,umeaense,Named,Oral,0,,AF287777 | FJ577253 | FJ796700,,,,Lachnospiraceae bacterium oral taxon 107 | Lachnospiraceae [G-1] sp. oral taxon 107 | Oral Strain C27KA | Oral Strain F0167 | Phylum: Firmicutes,617123,1,2,0,SEQF1478.1 | SEQF7380.1 | SEQF7381.1 | SEQF7382.1,Lachnospiraceae bacterium Oral taxon 107 strain F0167 has been isolated from a human subject by the Moore's Laboratory in March 1988. The subject was a 14 year old American white male. The bacteria was isolated from the subgingival oral biofilm. The bacteria was grown in anaerobic conditions. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577253. The strain is available at www.bei.org under the reference HM-7. The genome of this strain is available as ADDS00000000.  Recently named <EM>Lachnoanaerobaculum umeaense</EM> in '<EM>Lachnospiraceae</EM>; characterization of <EM>Lachnoanaerobaculum</EM> <EM>umeaense</EM> gen. nov. sp. nov. isolated from human small intestine <EM>Lachnoanaerobaculum orale</EM> gen. nov. sp. nov. isolated from saliva and reclassification of <EM>Eubacterium saburreum</EM> (Prevot) Holdeman and Moore 1970 as <EM>Lachnoanaerobaculum saburreum</EM> comb. nov'. PMID: 22228654.   The name change is not yet refledted for the genome at NCBI (11-02-2012).,,,,,
108,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,asaccharolyticum,Named,Oral,0,ACB7,AF287770,,,,Oral Strain TFI FTB41 | Phylum: Firmicutes,1501332,0,27,4384,SEQF1854.2 | SEQF5910.1,,,,,,
109,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,harei,Named,Unassigned,0,,,,,,Phylum: Firmicutes,54005,0,0,0,SEQF2888.2 | SEQF2960.1 | SEQF3035.1 | SEQF9910.1 | SEQF9911.1 | SEQF9912.1 | SEQF9913.1 | SEQF9914.1 | SEQF9915.1 | SEQF9916.1,,,,,,
110,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,sp._HMT_110,Unnamed,Oral,0,,AF287767 | AY349390,,,,Oral Clone AJ062 | Oral Clone FJ023 | Oral Clone HE064 | Phylum: Firmicutes,671230,0,62,3209,SEQF1676.2,,,,,,
111,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,micra,Named,Oral,0,ATCC 33270,AF385543 | AF385559,,,,Diplococcus glycinophilus | Micromonas micros | Peptococcus glycinophilus | Peptostreptococcus micros | Phylum: Firmicutes | Streptococcus anaerobius | Streptococcus micros,33033,103,431,4480,SEQF1029.1 | SEQF6703.1 | SEQF6704.1 | SEQF6705.1 | SEQF6706.1 | SEQF6707.1 | SEQF6708.1 | SEQF6709.1 | SEQF6710.1 | SEQF6711.1 | SEQF6712.1 | SEQF6713.1,This species is known to be heterogeneous with micro-variation among 16S rRNA sequences including between operons within strains and phenotypic variation including colonial appearance [1].,Colonies on horse blood agar are around 1 mm in diameter circular entire opaque white or translucent gray and may be smooth or rough after 4 days anaerobic incubation.,Small (0.3 -0.7 micron diameter) Gram-positive cocci occurring in pairs and short chains [2]. Obligate anaerobe. Strains are asaccharolytic and the end-products of metabolism are primarily acetate with small amounts of lactate and sometimes succinate produced. The mol % G+C content of the DNA is 27-28.,Parvimonas micra is a commonly found oral species and is isolated from dental plaque and the tongue in health and a variety of oral disease associated microbiota including periodontitis endodontic and dentoalveolar infections pericoronitis and advanced dental caries.,Has been isolated from most types of oral infection. Is a particularly frequent isolate from acute dentoalveolar infections where it is often a member of the 15-20 species consortium associated with the condition. Has also been isolated from clinical specimens obtained from infections at other body sites primarily soft-tissue abscesses and bite wounds. These are primarily at sites above the diaphragm suggesting that the mouth is the primary habitat.,
112,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcus,stomatis,Named,Oral,0,,AF287763 | DQ160208,,,,Oral Clone CK035 | Oral Strain TFI A21H2 | Phylum: Firmicutes,341694,7,345,3186,SEQF1393.2,,,,,,
113,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilaceae_[G-1],bacterium_HMT_113,Unnamed,Oral,0,,AF287766,,,,Oral Clone DA014 | Phylum: Firmicutes,1570339,0,0,0,SEQF2443.1,,,,,,
114,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,granulosum,Named,Unassigned,0,,,,,,Corynebacterium granulosum | Phylum: Actinobacteria | Propionibacterium granulosum,33011,0,0,0,SEQF2902.1 | SEQF5472.1 | SEQF5473.1 | SEQF5474.2,,,,,,
115,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,marcescens,Named,Unassigned,0,,,,,,Phylum: Proteobacteria,615,0,0,0,SEQF2889.1 | SEQF5911.1 | SEQF5912.1 | SEQF5913.1 | SEQF5914.1 | SEQF5915.1 | SEQF5916.1 | SEQF5917.1 | SEQF5918.1 | SEQF5919.1 | SEQF5920.1 | SEQF5921.1 | SEQF5922.1 | SEQF5923.1 | SEQF5924.1 | SEQF5925.1 | SEQF5926.1 | SEQF5927.1 | SEQF5928.1 | SEQF5929.1 | SEQF5930.1 | SEQF5931.1 | SEQF5932.1 | SEQF5933.1 | SEQF5934.1 | SEQF5935.1 | SEQF5936.1 | SEQF5937.1 | SEQF5938.1 | SEQF5939.1 | SEQF5940.1 | SEQF5941.1 | SEQF5942.1 | SEQF5943.1 | SEQF5944.1 | SEQF5945.1 | SEQF5946.1 | SEQF5947.1 | SEQF5948.1 | SEQF5949.1 | SEQF5950.1 | SEQF5951.1 | SEQF5952.1 | SEQF5953.1 | SEQF5954.1 | SEQF5955.1 | SEQF5956.1 | SEQF5957.1 | SEQF5958.1 | SEQF5959.1,,,,,,
116,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,capitis,Named,Unassigned,0,,,,,,Phylum: Firmicutes,29388,0,0,0,SEQF2881.1 | SEQF9515.1 | SEQF9516.1 | SEQF9517.1 | SEQF9518.1 | SEQF9519.1 | SEQF9520.1 | SEQF9521.1 | SEQF9522.1 | SEQF9523.1 | SEQF9524.1 | SEQF9525.1 | SEQF9526.1 | SEQF9527.1 | SEQF9528.1 | SEQF9529.1 | SEQF9530.1 | SEQF9531.1 | SEQF9532.1 | SEQF9533.1 | SEQF9534.1 | SEQF9535.1 | SEQF9536.1 | SEQF9537.1 | SEQF9538.1 | SEQF9539.1 | SEQF9540.1 | SEQF9541.1 | SEQF9542.1 | SEQF9543.1 | SEQF9544.1 | SEQF9545.1 | SEQF9546.1 | SEQF9547.1 | SEQF9548.1 | SEQF9549.1 | SEQF9550.1 | SEQF9551.1 | SEQF9552.1 | SEQF9553.1 | SEQF9554.1 | SEQF9555.1 | SEQF9556.1 | SEQF9557.1 | SEQF9558.1 | SEQF9559.1 | SEQF9560.1 | SEQF9561.1 | SEQF9562.1,,,,,,
117,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,cohnii,Named,Unassigned,0,,,,,,Phylum: Firmicutes,29382,0,0,0,SEQF2860.1 | SEQF6335.1 | SEQF6336.1 | SEQF6337.1 | SEQF6338.1 | SEQF6339.1 | SEQF6340.1 | SEQF6341.1 | SEQF6342.1 | SEQF6343.1 | SEQF6344.1 | SEQF6345.1 | SEQF6346.1 | SEQF6347.1 | SEQF6348.1 | SEQF6349.1 | SEQF6350.1 | SEQF6351.1 | SEQF6352.1 | SEQF6353.1 | SEQF6354.1 | SEQF6355.1 | SEQF6356.1 | SEQF6357.1 | SEQF6358.1 | SEQF6359.1 | SEQF6360.1 | SEQF6361.1 | SEQF6362.1 | SEQF6363.1 | SEQF6364.1 | SEQF6365.1 | SEQF6366.1 | SEQF6367.1 | SEQF6368.1 | SEQF6369.1 | SEQF6370.1 | SEQF6371.1 | SEQF6372.1 | SEQF6373.1 | SEQF6374.1 | SEQF6375.1 | SEQF6376.1 | SEQF6377.1 | SEQF6378.1 | SEQF6379.1 | SEQF6380.1 | SEQF6381.1 | SEQF6382.1 | SEQF6383.1,,,,,,
118,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,invisus,Named,Oral,0,,AF287787 | AF287788,,,,Oral Clone BS095 | Oral Strain GBA27 | Phylum: Firmicutes,218538,24,494,3724,SEQF1103.1 | SEQF8128.1,,,,,,
119,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,sp._HMT_119,Phylotype,Oral,0,,AF287786 | AF481210,,,,Oral Clone BS016 | Oral Clone MCE7_134 | Phylum: Firmicutes,712261,0,15,0,,,,,,,
120,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,haemolyticus,Named,Unassigned,0,,,,,,Phylum: Firmicutes,1283,0,0,0,SEQF8293.1 | SEQF8294.1 | SEQF8295.1 | SEQF8296.2 | SEQF8297.1 | SEQF8298.1 | SEQF8299.1 | SEQF8300.2 | SEQF8301.2 | SEQF8302.3 | SEQF8303.1 | SEQF8304.1 | SEQF8305.2 | SEQF8306.2 | SEQF8307.1 | SEQF8308.1 | SEQF8309.1 | SEQF8310.1 | SEQF8311.1 | SEQF8312.1 | SEQF8313.1 | SEQF8314.1 | SEQF8315.1 | SEQF8316.1 | SEQF8317.1 | SEQF8318.1 | SEQF8319.1 | SEQF8320.1 | SEQF8321.1 | SEQF8322.1 | SEQF8323.1 | SEQF8324.1 | SEQF8325.1 | SEQF8326.1 | SEQF8327.1 | SEQF8328.1 | SEQF8329.1 | SEQF8330.1 | SEQF8331.1 | SEQF8332.1 | SEQF8333.1 | SEQF8334.1 | SEQF8335.1 | SEQF8336.1 | SEQF8337.2 | SEQF8338.1 | SEQF8339.1 | SEQF8340.1 | SEQF2892.1,,,,,,
121,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,geminatus,Named,Oral,0,,AF287783,,,,Oral Clone BB166 | Phylum: Firmicutes,156456,3,378,4290,SEQF1880.1,,,,,,
122,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,micronuciformis,Named,Oral,0,,AF385566 | AY278622,,,,Oral Clone BU057 | Oral Strain P4A_FAAD16 | Phylum: Firmicutes,187326,2,253,3539,SEQF1685.1,,,,,,
123,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Colibacter,massiliensis,Phylotype,Oral,0,,AF287784,,,,Oral Clone CS025 | Phylum: Firmicutes,1852379,0,43,0,SEQF7271.1 | SEQF7272.1,,,,,,
124,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,artemidis,Named,Oral,0,,AF287797,,,,Phylum: Firmicutes,671224,5,269,5483,SEQF1697.1 | SEQF2584.1,,,,,,
125,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,flueggei,Named,Oral,0,,AF287803 | AF287804,,,,Oral Clone AH132 | Phylum: Firmicutes,135080,3,80,4118,SEQF1616.1,,,,,,
126,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,sp._HMT_126,Unnamed,Oral,0,,AF287800 | AF385576,,,,Oral Clone AJ036 | Oral Clone EY047 | Phylum: Firmicutes,712528,0,14,0,SEQF2805.1,,,,,,
127,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,hominis,Named,Unassigned,0,,,,,,Phylum: Firmicutes,1290,0,0,0,SEQF2901.1 | SEQF5242.1 | SEQF5243.1 | SEQF5244.1 | SEQF5245.1 | SEQF5246.1 | SEQF5247.1 | SEQF5248.1 | SEQF5249.1 | SEQF5250.1 | SEQF5251.1 | SEQF5252.1 | SEQF5253.1 | SEQF5254.1 | SEQF5255.1 | SEQF5256.1 | SEQF5257.1 | SEQF5258.1 | SEQF5259.1 | SEQF5260.1 | SEQF5261.1 | SEQF5262.1 | SEQF5263.1 | SEQF5264.1 | SEQF5265.1 | SEQF5266.1 | SEQF5267.1 | SEQF5268.1 | SEQF5269.1 | SEQF5270.1 | SEQF5271.1 | SEQF5272.1 | SEQF5273.1 | SEQF5274.1 | SEQF5275.1 | SEQF5276.1 | SEQF5277.1 | SEQF5278.1 | SEQF5279.1 | SEQF5280.1 | SEQF5281.1 | SEQF5282.1 | SEQF5283.1 | SEQF5284.1 | SEQF5285.1 | SEQF5286.1 | SEQF5287.1 | SEQF5288.1 | SEQF5289.1 | SEQF5290.1 | SEQF5291.1,,,,,,
